dateSample,depthTop,temp,DOmgL
2015-06-24,9,5.1,0.11
2015-06-24,10,5,0.11
2015-06-24,11,5,0.11
2015-06-24,12,5,0.1
2015-06-24,13,5,0.1
2015-06-24,14,5,0.1
2015-07-01,0,20.5,7.13
2015-07-01,0.25,NA,NA
2015-07-01,0.5,20.7,7.18
2015-07-01,0.75,NA,NA
2015-07-01,1,20.6,6.96
2015-07-01,1.5,20.5,6.86
2015-07-01,2,20.5,6.84
2015-07-01,2.5,19.7,6.9
2015-07-01,3,16.5,8.62
2015-07-01,3.5,13.4,10.52
2015-07-01,4,10.7,9.13
2015-07-01,4.5,8.9,4.4
2015-07-01,5,7.3,1.44
2015-07-01,5.5,6.3,0.49
2015-07-01,6,5.8,0.37
2015-07-01,6.5,5.5,0.31
2015-07-01,7,5.4,0.29
2015-07-01,7.5,5.3,0.26
2015-07-01,8,5.2,0.24
2015-07-01,9,5.1,0.22
2015-07-01,10,5.1,0.21
2015-07-01,11,5,0.19
2015-07-01,12,5,0.19
2015-07-01,13,5,0.17
2015-07-01,14,5,0.17
2015-07-08,0,21.2,7.26
2015-07-08,0.25,NA,NA
2015-07-08,0.5,21.3,7.03
2015-07-08,0.75,NA,NA
2015-07-08,1,21.2,6.9
2015-07-08,1.5,21.1,6.86
2015-07-08,2,21,6.55
2015-07-08,2.5,20.7,6.5
2015-07-08,3,18.4,7.72
2015-07-08,3.5,14.3,9.88
2015-07-08,4,11.4,9.21
2015-07-08,4.5,9.2,13.46
2015-07-08,5,7.9,1.4
2015-07-08,5.5,6.9,0.66
2015-07-08,6,6.2,0.49
2015-07-08,6.5,5.8,0.43
2015-07-08,7,5.5,0.37
2015-07-08,7.5,5.3,0.33
2015-07-08,8,5.2,0.31
2015-07-08,9,5.2,0.24
2015-07-08,10,5.1,0.22
2015-07-08,11,5.1,0.2
2015-07-08,12,5,0.19
2015-07-08,13,5,0.19
2015-07-08,14,5,0.17
2015-07-15,0,22.7,7.03
2015-07-15,0.25,NA,NA
2015-07-15,0.5,22.7,6.79
2015-07-15,0.75,NA,NA
2015-07-15,1,22.7,6.6
2015-07-15,1.5,22.7,6.05
2015-07-15,2,22.6,6.5
2015-07-15,2.5,21.1,6.37
2015-07-15,3,18.5,7.16
2015-07-15,3.5,15.4,9.38
2015-07-15,4,12.4,8.15
2015-07-15,4.5,10,4.21
2015-07-15,5,7.9,0.5
2015-07-15,5.5,7.2,0.43
2015-07-15,6,6.4,0.38
2015-07-15,6.5,5.8,0.32
2015-07-15,7,5.5,0.3
2015-07-15,7.5,5.4,0.3
2015-07-15,8,5.3,0.27
2015-07-15,9,5.2,0.25
2015-07-15,10,5.1,0.24
2015-07-15,11,5.1,0.22
2015-07-15,12,5.1,0.21
2015-07-15,13,5.1,0.2
2015-07-15,14,5.1,0.17
2015-07-22,0,22.9,7
2015-07-22,0.25,NA,NA
2015-07-22,0.5,22.9,6.67
2015-07-22,0.75,NA,NA
2015-07-22,1,22.7,6.65
2015-07-22,1.5,22.7,6.62
2015-07-22,2,22.6,6.45
2015-07-22,2.5,22.4,6.17
2015-07-22,3,18.4,7.26
2015-07-22,3.5,15,7.53
2015-07-22,4,12.5,5.41
2015-07-22,4.5,9.7,2
2015-07-22,5,8.5,0.86
2015-07-22,5.5,6.9,0.55
2015-07-22,6,6.2,0.4
2015-07-22,6.5,5.7,0.34
2015-07-22,7,5.5,0.28
2015-07-22,7.5,5.4,0.26
2015-07-22,8,5.3,0.24
2015-07-22,9,5.2,0.23
2015-07-22,10,5.2,0.22
2015-07-29,0,24.7,6.8
2015-07-29,0.25,NA,NA
2015-07-29,0.5,24.8,6.57
2015-07-29,0.75,NA,NA
2015-07-29,1,24.8,6.52
2015-07-29,1.5,24.8,6.38
2015-07-29,2,24.8,6.21
2015-07-29,2.5,22.1,6.52
2015-07-29,3,19.5,6.69
2015-07-29,3.5,16.1,7.47
2015-07-29,4,12.8,6.18
2015-07-29,4.5,10.1,2.55
2015-07-29,5,8.6,1.04
2015-07-29,5.5,7.4,0.67
2015-07-29,6,6.5,0.53
2015-07-29,6.5,6,0.43
2015-07-29,7,5.7,0.37
2015-07-29,7.5,5.5,0.33
2015-07-29,8,5.4,0.2
2015-07-29,9,5.2,0.2
2015-07-29,10,5.2,0.19
2015-07-29,11,5.2,0.18
2015-07-29,12,5.1,0.17
2015-07-29,13,5.1,0.16
2015-07-29,14,5.1,0.15
2015-08-05,0,21.2,6.77
2015-08-05,0.25,NA,NA
2015-08-05,0.5,21.3,6.7
2015-08-05,0.75,NA,NA
2015-08-05,1,21.2,6.36
2015-08-05,1.5,21.2,6.44
2015-08-05,2,21.2,6.53
2015-08-05,2.5,21.1,6.2
2015-08-05,3,20.6,5.27
2015-08-05,3.5,16.1,6.25
2015-08-05,4,12.8,3.65
2015-08-05,4.5,10.3,1.1
2015-08-05,5,8.7,0.36
2015-08-05,5.5,7.5,0.3
2015-08-05,6,6.5,0.25
2015-08-05,6.5,6.1,0.22
2015-08-05,7,5.7,0.2
2015-08-05,7.5,5.5,0.19
2015-08-05,8,5.4,0.17
2015-08-05,9,5.4,0.16
2015-08-05,10,5.2,0.14
2015-08-12,0,21.8,7.57
2015-08-12,0.25,NA,NA
2015-08-12,0.5,21.8,7.44
2015-08-12,0.75,NA,NA
2015-08-12,1,21.8,7.47
2015-08-12,1.5,21.8,7.46
2015-08-12,2,21.8,7.38
2015-08-12,2.5,21.5,6.85
2015-08-12,3,20.2,5.85
2015-08-12,3.5,17.3,5.77
2015-08-12,4,14,4.07
2015-08-12,4.5,11.2,0.87
2015-08-12,5,9,0.34
2015-08-12,5.5,7.6,0.23
2015-08-12,6,6.7,0.24
2015-08-12,6.5,5.9,0.25
2015-08-12,7,5.7,0.25
2015-08-12,7.5,5.5,0.24
2015-08-12,8,5.4,0.24
2015-08-12,9,5.3,0.24
2015-08-12,10,5.2,0.23
2015-08-12,11,5.2,0.23
2015-08-12,12,5.2,0.23
2015-08-12,13,5.2,0.23
2015-08-12,14,5.2,0.23
2015-08-19,0,22.8,6.7
2015-08-19,0.25,NA,NA
2015-08-19,0.5,22.8,6.32
2015-08-19,0.75,NA,NA
2015-08-19,1,22.8,6.57
2015-08-19,1.5,22.8,6.43
2015-08-19,2,22.7,6.33
2015-08-19,2.5,21.9,5.67
2015-08-19,3,19.6,4.67
2015-08-19,3.5,17.1,4.44
2015-08-19,4,13.4,2.75
2015-08-19,4.5,11,0.4
2015-08-19,5,9.2,0.08
2015-08-19,5.5,7.6,0.03
2015-08-19,6,6.6,0.01
2015-08-19,6.5,6,0.03
2015-08-19,7,5.7,0.02
2015-08-19,7.5,5.5,0.01
2015-08-19,8,5.4,0.02
2015-08-19,9,5.3,0.02
2015-08-19,10,5.2,0
2015-08-19,11,5.2,0
2015-08-19,12,5.2,0
2015-08-19,13,5.2,0
2015-08-19,14,5.2,0.02
2015-08-26,0,17,69.9
2015-08-26,0.25,NA,NA
2015-08-26,0.5,17,71.7
2015-08-26,0.75,NA,NA
2015-08-26,1,17,71.8
2015-08-26,1.5,17,70
2015-08-26,2,17,71.7
2015-08-26,2.5,17,71.5
2015-08-26,3,16.9,67
2015-08-26,3.5,16.7,67.6
2015-08-26,4,15.3,29.6
2015-08-26,4.5,11,0.6
2015-08-26,5,9.6,0.4
2015-08-26,5.5,8.2,0.3
2015-08-26,6,7,0.3
2015-08-26,6.5,6.1,0.3
2015-08-26,7,5.8,0.1
2015-08-26,7.5,5.6,0.1
2015-08-26,8,5.4,0.1
2015-08-26,9,5.3,0.1
2015-08-26,10,5.3,0.1
2015-08-26,11,5.2,0.1
2015-08-26,12,5.2,0.1
2015-08-26,13,5.2,0.1
2015-08-26,14,5.2,0.1
2015-09-03,0,21.4,7
2015-09-03,0.25,NA,NA
2015-09-03,0.5,21.4,7.11
2015-09-03,0.75,NA,NA
2015-09-03,1,21.4,7.09
2015-09-03,1.5,21.3,7.11
2015-09-03,2,19.5,7.1
2015-09-03,2.5,18.1,7.01
2015-09-03,3,17.4,6.66
2015-09-03,3.5,16.8,5.15
2015-09-03,4,14.6,2.49
2015-09-03,4.5,12.4,0.3
2015-09-03,5,10.2,0.05
2015-09-03,5.5,8.3,0.02
2015-09-03,6,7.1,0.02
2015-09-03,6.5,6.5,0.01
2015-09-03,7,5.9,0.01
2015-09-03,7.5,5.7,0.01
2015-09-03,8,5.6,0.01
2015-09-03,9,5.5,0
2015-09-03,10,5.4,0
2015-09-03,11,5.3,0
2015-09-03,12,5.3,0
2015-09-03,13,5.2,0
2015-09-09,0,21.7,7.22
2015-09-09,0.25,NA,NA
2015-09-09,0.5,21.7,7.14
2015-09-09,0.75,NA,NA
2015-09-09,1,21.7,7.1
2015-09-09,1.5,21.7,6.95
2015-09-09,2,20.7,6.89
2015-09-09,2.5,19.4,6.66
2015-09-09,3,17.9,6.17
2015-09-09,3.5,16.6,4.28
2015-09-09,4,14.4,1.33
2015-09-09,4.5,12.5,0.09
2015-09-09,5,10.3,0.3
2015-09-09,5.5,8.2,0.01
2015-09-09,6,7.3,0.01
2015-09-09,6.5,6.5,0.01
2015-09-09,7,6.1,0.01
2015-09-09,7.5,5.8,0.01
2015-09-09,8,5.7,0.01
2015-09-09,9,5.5,0.01
2015-09-09,10,5.4,0.01
2015-09-09,11,5.4,0.01
2015-09-09,12,5.3,0.01
2015-09-09,13,5.3,0.01
2015-09-09,14,5.3,0.01
2015-09-16,0,19.2,7.54
2015-09-16,0.25,NA,NA
2015-09-16,0.5,19.2,6.95
2015-09-16,0.75,NA,NA
2015-09-16,1,19.2,7.01
2015-09-16,1.5,19.2,6.79
2015-09-16,2,19,6.66
2015-09-16,2.5,18.4,6.79
2015-09-16,3,17.8,6.13
2015-09-16,3.5,17,3.91
2015-09-16,4,14.6,0.57
2015-09-16,4.5,11.9,0.06
2015-09-16,5,10.3,0.04
2015-09-16,5.5,8.8,0.03
2015-09-16,6,7.7,0.03
2015-09-16,6.5,6.8,0.03
2015-09-16,7,6.1,0.01
2015-09-16,7.5,5.8,0.01
2015-09-16,8,5.7,0.01
2015-09-16,9,5.6,0.01
2015-09-16,10,5.6,0.01
2015-09-16,11,5.5,0.01
2015-09-16,12,5.4,0.01
2015-09-16,13,5.4,0.01
2015-09-16,14,5.4,0.01
2015-09-23,0,17.8,7.26
2015-09-23,0.25,NA,NA
2015-09-23,0.5,17.8,6.96
2015-09-23,0.75,NA,NA
2015-09-23,1,17.8,6.99
2015-09-23,1.5,17.8,6.65
2015-09-23,2,17.8,6.93
2015-09-23,2.5,17.8,6.66
2015-09-23,3,17.7,6.45
2015-09-23,3.5,17.5,5.36
2015-09-23,4,14.8,0.39
2015-09-23,4.5,12.6,0.08
2015-09-23,5,10.5,0.05
2015-09-23,5.5,8.7,0.03
2015-09-23,6,7.7,0.03
2015-09-23,6.5,6.7,0.06
2015-09-23,7,6.1,0.05
2015-09-23,7.5,5.8,0.06
2015-09-23,8,5.7,0.06
2015-09-23,9,5.6,0.1
2015-09-23,10,5.5,0.09
2015-09-23,11,5.5,0.13
2015-09-23,12,5.5,0.14
2015-09-23,13,5.4,0.16
2015-09-23,14,5.4,0.17
2015-09-30,0,16.4,6.95
2015-09-30,0.25,NA,NA
2015-09-30,0.5,16.4,6.84
2015-09-30,0.75,NA,NA
2015-09-30,1,16.4,6.7
2015-09-30,1.5,16.4,6.53
2015-09-30,2,16.4,6.47
2015-09-30,2.5,16.4,6.62
2015-09-30,3,16.4,6.4
2015-09-30,3.5,16.3,5.78
2015-09-30,4,15.5,1.56
2015-09-30,4.5,13.4,0.21
2015-09-30,5,10.9,0.07
2015-09-30,5.5,8.9,0.03
2015-09-30,6,7.7,0.06
2015-09-30,6.5,6.8,0.06
2015-09-30,7,6.2,0.08
2015-09-30,7.5,5.9,0.08
2015-09-30,8,5.8,0.09
2015-09-30,9,5.7,0.1
2015-09-30,10,5.6,0.13
2015-09-30,11,5.5,0.11
2015-09-30,12,5.5,0.11
2015-09-30,13,5.5,0.1
2015-09-30,14,5.5,0.1
